sample_name,FilterID,target_gene,PlateID,library,local_time,time_label,SAMPLING_cruise,depth,SAMPLING_platform,SC,ESP,SAMPLING_station_number,SAMPLING_station,SAMPLING_bottle,decimalLongitude,decimalLatitude,sample_type,Plates,Markers,Status,Dewar_name,Sampling_method,replicate,SAMPLING_rdepth,project_name,nitrate,fluor,density,pressure,minimumDepthInMeters,maximumDepthInMeters,start_GMT,end_GMT,temp,salinity,sigmat,spice,diss_oxygen,PAR (umol/s/m2),altitude,chlorophyll,bbp470 (count),bbp650 (count),SAMPLING_project,ESP_name,diel,month,day,hour,eventDate
CN19Sc12_10_eDNA_JJ,CN19Sc12_10_eDNA,12S,JJ,JJ22,6/1/19 0:11,06-01 night,CN19S,45.0,WESTERN FLYER,,,12.0,MARS,10.0,-122.1983,36.712,environmental,"JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,44.66,CANON,18.18,0.045,25.783,44.996,,,,,10.1496,33.5342,,,,,,0.6251,,,,,night,6.0,1.0,0.0,2019-06-01 07:11:00
CN19Sc12_9_eDNA_JJ,CN19Sc12_09_eDNA,12S,JJ,JJ23,6/1/19 0:11,06-01 night,CN19S,80.0,WESTERN FLYER,,,12.0,MARS,9.0,-122.1983,36.712,environmental,"JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,80.76,CANON,24.035,0.0354,26.0495,81.376,,,,,9.6766,33.7732,,,,,,0.3846,,,,,night,6.0,1.0,0.0,2019-06-01 07:11:00
CN19Sc12_7_eDNA_JJ,CN19Sc12_07_eDNA,12S,JJ,JJ24,6/1/19 0:11,06-01 night,CN19S,150.0,WESTERN FLYER,,,12.0,MARS,7.0,-122.1983,36.712,environmental,"JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,150.102,CANON,28.329,0.0342,26.3708,151.27200000000005,,,,,8.7668,33.9956,,,,,,0.3535,,,,,night,6.0,1.0,0.0,2019-06-01 07:11:00
CN19Sc12_5_eDNA_JJ,CN19Sc12_05_eDNA,12S,JJ,JJ25,6/1/19 0:11,06-01 night,CN19S,280.0,WESTERN FLYER,,,12.0,MARS,5.0,-122.1983,36.712,environmental,"JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,280.15,CANON,35.372,0.0337,26.6908,282.423,,,,,7.3251,34.1285,,,,,,0.341,,,,,night,6.0,1.0,0.0,2019-06-01 07:11:00
CN19Sc12_4_eDNA_JJ,CN19Sc12_04_eDNA,12S,JJ,JJ26,6/1/19 0:11,06-01 night,CN19S,400.0,WESTERN FLYER,,,12.0,MARS,4.0,-122.1983,36.712,environmental,"JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,400.741,CANON,38.752,0.035,26.8537,404.111,,,,,6.4331,34.1801,,,,,,0.374,,,,,night,6.0,1.0,0.0,2019-06-01 07:11:00
CN19Sc12_3_eDNA_JJ,CN19Sc12_03_eDNA,12S,JJ,JJ27,6/1/19 0:11,06-01 night,CN19S,500.0,WESTERN FLYER,,,12.0,MARS,3.0,-122.1983,36.712,environmental,"JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,499.348,CANON,38.56800000000001,0.0354,26.9576,503.667,,,,,5.9523,34.2325,,,,,,0.3846,,,,,night,6.0,1.0,0.0,2019-06-01 07:11:00
CN19Sc12_2_eDNA_JJ,CN19Sc12_02_eDNA,12S,JJ,JJ28,6/1/19 0:11,06-01 night,CN19S,600.0,WESTERN FLYER,,,12.0,MARS,2.0,-122.1983,36.712,environmental,"JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,599.134,CANON,39.76300000000001,0.0355,27.0622,604.4630000000002,,,,,5.5184,34.2962,,,,,,0.3877,,,,,night,6.0,1.0,0.0,2019-06-01 07:11:00
CN19Sc12_1_eDNA_JJ,CN19Sc12_01_eDNA,12S,JJ,JJ29,6/1/19 0:11,06-01 night,CN19S,700.0,WESTERN FLYER,,,12.0,MARS,1.0,-122.1983,36.712,environmental,"JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,700.4689999999998,CANON,42.729,0.036000000000000004,27.1773,706.872,,,,,4.9309,34.3537,,,,,,0.4002,,,,,night,6.0,1.0,0.0,2019-06-01 07:11:00
CN19Sc13_10_eDNA_JJ,CN19Sc13_10_eDNA,12S,JJ,JJ30,6/1/19 6:15,06-01 transition,CN19S,45.0,WESTERN FLYER,,,13.0,MARS,10.0,-122.1957,36.7063,environmental,"JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,46.7,CANON,21.194000000000006,0.0382,25.9217,47.052,,,,,9.9735,33.6737,,,,,,0.4538,,,,,transition,6.0,1.0,6.0,2019-06-01 13:15:00
CN19Sc13_7_eDNA_JJ,CN19Sc13_07_eDNA,12S,JJ,JJ31,6/1/19 6:15,06-01 transition,CN19S,150.0,WESTERN FLYER,,,13.0,MARS,7.0,-122.1957,36.7063,environmental,"JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,149.874,CANON,29.12,0.0339,26.4368,151.042,,,,,8.5111,34.0294,,,,,,0.3472,,,,,transition,6.0,1.0,6.0,2019-06-01 13:15:00
CN19Sc13_5_eDNA_JJ,CN19Sc13_05_eDNA,12S,JJ,JJ33,6/1/19 6:15,06-01 transition,CN19S,280.0,WESTERN FLYER,,,13.0,MARS,5.0,-122.1957,36.7063,environmental,"JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,281.699,CANON,34.61,0.0336,26.6927,283.985,,,,,7.2886,34.1244,,,,,,0.3398,,,,,transition,6.0,1.0,6.0,2019-06-01 13:15:00
CN19Sc13Bongo_eDNA_JJ,CN19Sc13_bongo_eDNA,12S,JJ,JJ34,,,CN19S,,,,,13.0,,,,,environmental,"JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",,Net_Filtrate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN19Sc15_12_eDNA_JJ,CN19Sc15_12_eDNA,12S,JJ,JJ35,6/1/19 12:11,06-01 day,CN19S,0.0,WESTERN FLYER,,,15.0,MARS,12.0,-122.1982,36.7122,environmental,"JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,2.905,CANON,0.402,0.1365,24.6871,2.927,,,,,13.1686,32.8406,,,,,,2.9132,,,,,day,6.0,1.0,12.0,2019-06-01 19:11:00
CN19Sc15_10_eDNA_JJ,CN19Sc15_10_eDNA,12S,JJ,JJ36,6/1/19 12:11,06-01 day,CN19S,45.0,WESTERN FLYER,,,15.0,MARS,10.0,-122.1982,36.7122,environmental,"JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,46.94300000000001,CANON,21.519,0.0372,25.9264,47.297,,,,,9.9964,33.6847,,,,,,0.4295,,,,,day,6.0,1.0,12.0,2019-06-01 19:11:00
CN19Sc15_9_eDNA_JJ,CN19Sc15_09_eDNA,12S,JJ,JJ37,6/1/19 12:11,06-01 day,CN19S,80.0,WESTERN FLYER,,,15.0,MARS,9.0,-122.1982,36.7122,environmental,"JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,80.83,CANON,24.973000000000006,0.0345,26.1534,81.446,,,,,9.3837,33.8447,,,,,,0.3615,,,,,day,6.0,1.0,12.0,2019-06-01 19:11:00
CN19Sc15_7_eDNA_JJ,CN19Sc15_07_eDNA,12S,JJ,JJ38,6/1/19 12:11,06-01 day,CN19S,150.0,WESTERN FLYER,,,15.0,MARS,7.0,-122.1982,36.7122,environmental,"JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,150.494,CANON,29.56,0.0343,26.4326,151.667,,,,,8.5264,34.0269,,,,,,0.3578,,,,,day,6.0,1.0,12.0,2019-06-01 19:11:00
CN19Sc15_5_eDNA_JJ,CN19Sc15_05_eDNA,12S,JJ,JJ39,6/1/19 12:11,06-01 day,CN19S,280.0,WESTERN FLYER,,,15.0,MARS,5.0,-122.1982,36.7122,environmental,"JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,281.404,CANON,34.553000000000004,0.0336,26.7043,283.687,,,,,7.2554,34.1332,,,,,,0.3404,,,,,day,6.0,1.0,12.0,2019-06-01 19:11:00
CN19Sc15_4_eDNA_JJ,CN19Sc15_04_eDNA,12S,JJ,JJ40,6/1/19 12:11,06-01 day,CN19S,400.0,WESTERN FLYER,,,15.0,MARS,4.0,-122.1982,36.7122,environmental,"JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,400.586,CANON,35.029,0.0354,26.8665,403.954,,,,,6.4270000000000005,34.1952,,,,,,0.384,,,,,day,6.0,1.0,12.0,2019-06-01 19:11:00
CN19Sc15_3_eDNA_JJ,CN19Sc15_03_eDNA,12S,JJ,JJ41,6/1/19 12:11,06-01 day,CN19S,500.0,WESTERN FLYER,,,15.0,MARS,3.0,-122.1982,36.7122,environmental,"JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,500.752,CANON,37.817,0.0361,26.9727,505.085,,,,,5.8693,34.2385,,,,,,0.4027,,,,,day,6.0,1.0,12.0,2019-06-01 19:11:00
CN19Sc15_2_eDNA_JJ,CN19Sc15_02_eDNA,12S,JJ,JJ42,6/1/19 12:11,06-01 day,CN19S,600.0,WESTERN FLYER,,,15.0,MARS,2.0,-122.1982,36.7122,environmental,"JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,600.555,CANON,40.272,0.0366,27.1004,605.898,,,,,5.3147,34.3138,,,,,,0.4158,,,,,day,6.0,1.0,12.0,2019-06-01 19:11:00
CN19Sc15_1_eDNA_JJ,CN19Sc15_01_eDNA,12S,JJ,JJ43,6/1/19 12:11,06-01 day,CN19S,700.0,WESTERN FLYER,,,15.0,MARS,1.0,-122.1982,36.7122,environmental,"JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,701.6030000000002,CANON,41.169,0.036000000000000004,27.179,708.0189999999999,,,,,4.9324,34.3561,,,,,,0.4002,,,,,day,6.0,1.0,12.0,2019-06-01 19:11:00
CN19Sc15Bongo_eDNA_JJ,CN19Sc15_bongo_eDNA,12S,JJ,JJ44,,,CN19S,,,,,15.0,,,,,environmental,"JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",,Net_Filtrate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN19Sc16_10_eDNA_JJ,CN19Sc16_10_eDNA,12S,JJ,JJ45,6/1/19 18:03,06-01 transition,CN19S,45.0,WESTERN FLYER,,,16.0,MARS,10.0,-122.198,36.7122,environmental,"JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,45.532,CANON,18.767,0.0399,25.8259,45.875,,,,,10.1326,33.5854,,,,,,0.498,,,,,transition,6.0,1.0,18.0,2019-06-02 01:03:00
CN19Sc16_9_eDNA_JJ,CN19Sc16_09_eDNA,12S,JJ,JJ46,6/1/19 18:03,06-01 transition,CN19S,80.0,WESTERN FLYER,,,16.0,MARS,9.0,-122.198,36.7122,environmental,"JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,79.94800000000002,CANON,23.785,0.0342,26.0948,80.557,,,,,9.542,33.8029,,,,,,0.3535,,,,,transition,6.0,1.0,18.0,2019-06-02 01:03:00
CN19Sc16_5_eDNA_JJ,CN19Sc16_05_eDNA,12S,JJ,JJ47,6/1/19 18:03,06-01 transition,CN19S,280.0,WESTERN FLYER,,,16.0,MARS,5.0,-122.198,36.7122,environmental,"JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,279.867,CANON,34.263000000000005,0.0336,26.6616,282.137,,,,,7.5075,34.1242,,,,,,0.3404,,,,,transition,6.0,1.0,18.0,2019-06-02 01:03:00
CN19Sc18_12_eDNA_JJ,CN19Sc18_12_eDNA,12S,JJ,JJ48,6/2/19 0:08,06-02 night,CN19S,0.0,WESTERN FLYER,,,18.0,MARS,12.0,-122.1983,36.7132,environmental,"JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,1.808,CANON,0.81,0.1721,24.7864,1.821,,,,,12.9758,32.9196,,,,,,3.8028,,,,,night,6.0,2.0,0.0,2019-06-02 07:08:00
CN19Sc18_10_eDNA_JJ,CN19Sc18_10_eDNA,12S,JJ,JJ49,6/2/19 0:08,06-02 night,CN19S,45.0,WESTERN FLYER,,,18.0,MARS,10.0,-122.1983,36.7132,environmental,"JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,45.678,CANON,20.649,0.0372,25.9006,46.022,,,,,9.9569,33.6431,,,,,,0.4295,,,,,night,6.0,2.0,0.0,2019-06-02 07:08:00
CN19Sc18_9_eDNA_JJ,CN19Sc18_09_eDNA,12S,JJ,JJ50,6/2/19 0:08,06-02 night,CN19S,80.0,WESTERN FLYER,,,18.0,MARS,9.0,-122.1983,36.7132,environmental,"JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,80.34100000000002,CANON,24.566,0.0354,26.1352,80.953,,,,,9.4251,33.8301,,,,,,0.3846,,,,,night,6.0,2.0,0.0,2019-06-02 07:08:00
CN19Sc18_8_eDNA_JJ,CN19Sc18_08_eDNA,12S,JJ,JJ51,6/2/19 0:08,06-02 night,CN19S,100.0,WESTERN FLYER,,,18.0,MARS,8.0,-122.1983,36.7132,environmental,"JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,100.26,CANON,26.63,0.0339,26.2593,101.029,,,,,9.1544,33.9325,,,,,,0.3472,,,,,night,6.0,2.0,0.0,2019-06-02 07:08:00
CN19Sc18_7_eDNA_JJ,CN19Sc18_07_eDNA,12S,JJ,JJ52,6/2/19 0:08,06-02 night,CN19S,150.0,WESTERN FLYER,,,18.0,MARS,7.0,-122.1983,36.7132,environmental,"JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,150.033,CANON,24.923,0.0344,26.4214,151.202,,,,,8.5583,34.0189,,,,,,0.3591,,,,,night,6.0,2.0,0.0,2019-06-02 07:08:00
CN19Sc18_5_eDNA_JJ,CN19Sc18_05_eDNA,12S,JJ,JJ53,6/2/19 0:08,06-02 night,CN19S,280.0,WESTERN FLYER,,,18.0,MARS,5.0,-122.1983,36.7132,environmental,"JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,280.55400000000003,CANON,33.931999999999995,0.0346,26.6892,282.83,,,,,7.3464,34.1302,,,,,,0.3647,,,,,night,6.0,2.0,0.0,2019-06-02 07:08:00
CN19Sc18_4_eDNA_JJ,CN19Sc18_04_eDNA,12S,JJ,JJ54,6/2/19 0:08,06-02 night,CN19S,400.0,WESTERN FLYER,,,18.0,MARS,4.0,-122.1983,36.7132,environmental,"JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,399.024,CANON,38.978,0.036000000000000004,26.8389,402.378,,,,,6.5839,34.1864,,,,,,0.4008,,,,,night,6.0,2.0,0.0,2019-06-02 07:08:00
CN19Sc18_3_eDNA_JJ,CN19Sc18_03_eDNA,12S,JJ,JJ55,6/2/19 0:08,06-02 night,CN19S,500.0,WESTERN FLYER,,,18.0,MARS,3.0,-122.1983,36.7132,environmental,"JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,500.038,CANON,39.133,0.0359,26.9562,504.364,,,,,5.9161,34.2249,,,,,,0.3977,,,,,night,6.0,2.0,0.0,2019-06-02 07:08:00
CN19Sc18_2_eDNA_JJ,CN19Sc18_02_eDNA,12S,JJ,JJ56,6/2/19 0:08,06-02 night,CN19S,600.0,WESTERN FLYER,,,18.0,MARS,2.0,-122.1983,36.7132,environmental,"JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,600.437,CANON,41.177,0.0361,27.0885,605.779,,,,,5.3858,34.3095,,,,,,0.4027,,,,,night,6.0,2.0,0.0,2019-06-02 07:08:00
CN19Sc18Bongo_eDNA_JJ,CN19Sc18_bongo_eDNA,12S,JJ,JJ57,,,CN19S,,,,,18.0,,,,,environmental,"JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",,Net_Filtrate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN19Sc20_10_eDNA_JJ,CN19Sc20_10_eDNA,12S,JJ,JJ58,6/2/19 6:04,06-02 transition,CN19S,45.0,WESTERN FLYER,,,20.0,MARS,10.0,-122.1982,36.7122,environmental,"JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,46.012,CANON,18.75,0.0397,25.8329,46.359,,,,,10.0966,33.5865,,,,,,0.4911,,,,,transition,6.0,2.0,6.0,2019-06-02 13:04:00
CN19Sc20_9_eDNA_JJ,CN19Sc20_09_eDNA,12S,JJ,JJ59,6/2/19 6:04,06-02 transition,CN19S,80.0,WESTERN FLYER,,,20.0,MARS,9.0,-122.1982,36.7122,environmental,"JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,79.078,CANON,18.386,0.0366,26.1175,79.681,,,,,9.4805,33.819,,,,,,0.4146,,,,,transition,6.0,2.0,6.0,2019-06-02 13:04:00
CN19Sc20_6_eDNA_JJ,CN19Sc20_06_eDNA,12S,JJ,JJ60,6/2/19 6:04,06-02 transition,CN19S,225.0,WESTERN FLYER,,,20.0,MARS,6.0,-122.1982,36.7122,environmental,"JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,222.634,CANON,,0.035,26.5727,224.409,,,,,7.9241,34.0888,,,,,,0.3752,,,,,transition,6.0,2.0,6.0,2019-06-02 13:04:00
CN19Sc21_12_eDNA_JJ,CN19Sc21_12_eDNA,12S,JJ,JJ61,6/2/19 12:05,06-02 day,CN19S,0.0,WESTERN FLYER,,,21.0,MARS,12.0,-122.198,36.7125,environmental,"JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,2.594,CANON,0.411,0.0636,24.4947,2.613,,,,,13.6262,32.7103,,,,,,1.0898,,,,,day,6.0,2.0,12.0,2019-06-02 19:05:00
CN19Sc21_10_eDNA_JJ,CN19Sc21_10_eDNA,12S,JJ,JJ62,6/2/19 12:05,06-02 day,CN19S,55.0,WESTERN FLYER,,,21.0,MARS,10.0,-122.198,36.7125,environmental,"JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,55.333,CANON,24.209,0.0366,25.9822,55.75100000000001,,,,,9.8563,33.7259,,,,,,0.4158,,,,,day,6.0,2.0,12.0,2019-06-02 19:05:00
CN19Sc21_9_eDNA_JJ,CN19Sc21_09_eDNA,12S,JJ,JJ63,6/2/19 12:05,06-02 day,CN19S,80.0,WESTERN FLYER,,,21.0,MARS,9.0,-122.198,36.7125,environmental,"JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,79.791,CANON,26.226,0.0355,26.1165,80.399,,,,,9.4948,33.8207,,,,,,0.3889,,,,,day,6.0,2.0,12.0,2019-06-02 19:05:00
CN19Sc21_6_eDNA_JJ,CN19Sc21_06_eDNA,12S,JJ,JJ65,6/2/19 12:05,06-02 day,CN19S,250.0,WESTERN FLYER,,,21.0,MARS,6.0,-122.198,36.7125,environmental,"JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,250.64,CANON,32.848,0.0336,26.6358,252.655,,,,,7.6399,34.116,,,,,,0.3404,,,,,day,6.0,2.0,12.0,2019-06-02 19:05:00
CN19Sc21_5_eDNA_JJ,CN19Sc21_05_eDNA,12S,JJ,JJ66,6/2/19 12:05,06-02 day,CN19S,300.0,WESTERN FLYER,,,21.0,MARS,5.0,-122.198,36.7125,environmental,"JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,300.985,CANON,36.957,0.0351,26.7198,303.443,,,,,7.2001,34.1428,,,,,,0.3784,,,,,day,6.0,2.0,12.0,2019-06-02 19:05:00
CN19Sc21_4_eDNA_JJ,CN19Sc21_04_eDNA,12S,JJ,JJ67,6/2/19 12:05,06-02 day,CN19S,400.0,WESTERN FLYER,,,21.0,MARS,4.0,-122.198,36.7125,environmental,"JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,401.098,CANON,39.228,0.036000000000000004,26.8375,404.471,,,,,6.6022,34.1876,,,,,,0.3996,,,,,day,6.0,2.0,12.0,2019-06-02 19:05:00
CN19Sc21_3_eDNA_JJ,CN19Sc21_03_eDNA,12S,JJ,JJ68,6/2/19 12:05,06-02 day,CN19S,500.0,WESTERN FLYER,,,21.0,MARS,3.0,-122.198,36.7125,environmental,"JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,500.869,CANON,42.233,0.0378,26.9614,505.204,,,,,5.9037,34.2295,,,,,,0.4432,,,,,day,6.0,2.0,12.0,2019-06-02 19:05:00
CN19Sc21_2_eDNA_JJ,CN19Sc21_02_eDNA,12S,JJ,JJ69,6/2/19 12:05,06-02 day,CN19S,600.0,WESTERN FLYER,,,21.0,MARS,2.0,-122.198,36.7125,environmental,"JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,600.346,CANON,44.309,0.0366,27.1019,605.687,,,,,5.3135,34.3155,,,,,,0.4158,,,,,day,6.0,2.0,12.0,2019-06-02 19:05:00
CN19Sc21_1_eDNA_JJ,CN19Sc21_01_eDNA,12S,JJ,JJ70,6/2/19 12:05,06-02 day,CN19S,700.0,WESTERN FLYER,,,21.0,MARS,1.0,-122.198,36.7125,environmental,"JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,701.068,CANON,38.023,0.0372,27.1765,707.4780000000002,,,,,4.9465,34.355,,,,,,0.4295,,,,,day,6.0,2.0,12.0,2019-06-02 19:05:00
CN19Sc21Bongo_eDNA_JJ,CN19Sc21_bongo_eDNA,12S,JJ,JJ71,,,CN19S,,,,,21.0,,,,,environmental,"JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",,Net_Filtrate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN19Sc23_10_eDNA_JJ,CN19Sc23_10_eDNA,12S,JJ,JJ72,6/2/19 18:02,06-02 transition,CN19S,55.0,WESTERN FLYER,,,23.0,MARS,10.0,-122.1983,36.712,environmental,"JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,53.978,CANON,18.393,0.0396,25.8793,54.386,,,,,10.023,33.6298,,,,,,0.4905,,,,,transition,6.0,2.0,18.0,2019-06-03 01:02:00
CN19Sc23_8_eDNA_JJ,CN19Sc23_08_eDNA,12S,JJ,JJ73,6/2/19 18:02,06-02 transition,CN19S,115.0,WESTERN FLYER,,,23.0,MARS,8.0,-122.1983,36.712,environmental,"JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,114.464,CANON,24.093000000000004,0.0353,26.2979,115.346,,,,,9.0438,33.9589,,,,,,0.3827,,,,,transition,6.0,2.0,18.0,2019-06-03 01:02:00
CN19Sc23_6_eDNA_JJ,CN19Sc23_06_eDNA,12S,JJ,JJ74,6/2/19 18:02,06-02 transition,CN19S,250.0,WESTERN FLYER,,,23.0,MARS,6.0,-122.1983,36.712,environmental,"JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,250.892,CANON,34.954,0.0363,26.6317,252.909,,,,,7.6416,34.1111,,,,,,0.4077,,,,,transition,6.0,2.0,18.0,2019-06-03 01:02:00
CN19Sc25_12_eDNA_JJ,CN19Sc25_12_eDNA,12S,JJ,JJ75,6/3/19 0:13,06-03 night,CN19S,0.0,WESTERN FLYER,,,25.0,MARS,12.0,-122.199,36.712,environmental,"JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,2.537,CANON,0.062,0.1205,24.4459,2.556,,,,,13.4483,32.6008,,,,,,2.5133,,,,,night,6.0,3.0,0.0,2019-06-03 07:13:00
CN19Sc25_10_eDNA_JJ,CN19Sc25_10_eDNA,12S,JJ,JJ76,6/3/19 0:13,06-03 night,CN19S,40.0,WESTERN FLYER,,,25.0,MARS,10.0,-122.199,36.712,environmental,"JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,39.817,CANON,18.915,0.0415,25.7889,40.117,,,,,10.2923,33.573,,,,,,0.5379,,,,,night,6.0,3.0,0.0,2019-06-03 07:13:00
CN19Sc25_9_eDNA_JJ,CN19Sc25_09_eDNA,12S,JJ,JJ77,6/3/19 0:13,06-03 night,CN19S,80.0,WESTERN FLYER,,,25.0,MARS,9.0,-122.199,36.712,environmental,"JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,79.806,CANON,25.857,0.0358,26.1138,80.415,,,,,9.4976,33.8179,,,,,,0.3952,,,,,night,6.0,3.0,0.0,2019-06-03 07:13:00
CN19Sc25_7_eDNA_JJ,CN19Sc25_07_eDNA,12S,JJ,JJ78,6/3/19 0:13,06-03 night,CN19S,150.0,WESTERN FLYER,,,25.0,MARS,7.0,-122.199,36.712,environmental,"JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,149.28,CANON,28.882,0.0363,26.3568,150.44299999999996,,,,,8.8307,33.9904,,,,,,0.4064,,,,,night,6.0,3.0,0.0,2019-06-03 07:13:00
CN19Sc25_6_eDNA_JJ,CN19Sc25_06_eDNA,12S,JJ,JJ79,6/3/19 0:13,06-03 night,CN19S,215.0,WESTERN FLYER,,,25.0,MARS,6.0,-122.199,36.712,environmental,"JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,214.946,CANON,32.894,0.0354,26.5501,216.655,,,,,7.9846,34.0716,,,,,,0.3852,,,,,night,6.0,3.0,0.0,2019-06-03 07:13:00
CN19Sc25_5_eDNA_JJ,CN19Sc25_05_eDNA,12S,JJ,JJ80,6/3/19 0:13,06-03 night,CN19S,280.0,WESTERN FLYER,,,25.0,MARS,5.0,-122.199,36.712,environmental,"JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,279.487,CANON,33.729,0.0357,26.6646,281.754,,,,,7.4644,34.1201,,,,,,0.3927,,,,,night,6.0,3.0,0.0,2019-06-03 07:13:00
